Varroa Population Simulation - Oct 15,2019  02:36:21 AM
VarroaPop Version 3.3.1.1 March 2019

                                        Capped  Capped                                                                                                                     Prop           Conc          Conc                                             
            Colony  Adult  Adult         Drone   Wkr    Drone  Wkr    Drone  Wkr  Total                                          Free   DBrood WBrood DMite  WMite  Mites  Mites  Colony Pollen Colony Nectar   Dead   Dead   Dead   Dead   Dead    Queen      Ave
     Date   Size   Drones   Wkr   Forgrs Brood  Brood   Larv   Larv    Eggs  Eggs  Eggs  DD    L    N     P      dd    l    n    Mites  Mites  Mites  /Cell  /Cell  Dying  Dying  Pollen  Pest  Nectar  Pest    DLarv  WLarv  DAdlt  WAdlt  Forgrs  Strength   Temp   Rain
03/24/2091   1106      0    909    197      0      0      0     22      0    111     48 0.67 0.80 0.04 2637.08 16.01 12.31 151.00      0      0      0   0.00   0.00      0   0.00 77134.7  0.000 14687.4  0.000      0      0      0      0      0      5.000   16.010  0.050
03/25/2091   1100      0    853    247      0      0      0     47      0    137     51 0.55 0.81 0.05 2635.06 12.33 12.37 197.00      0      0      0   0.00   0.00      0   0.00 77151.0  0.000 14676.3  0.000      0      0      0      0      0      5.000   12.330  0.000
03/26/2091   1093      0    806    287      0      0      0     85      0    164     65 0.55 0.83 0.06 2633.03 12.45 12.42 247.00      0      0      0   0.00   0.00      0   0.00 77170.5  0.000 14666.1  0.000      0      0      0      0      0      5.000   12.455  0.000
03/27/2091   1085      0    750    325      0      2      0    131      0    195     79 0.57 0.84 0.07 2631.00 13.09 12.48 287.00      0      0      0   0.00   0.00      0   0.00 77192.8  0.000 14656.8  0.000      0      0      0      0      0      5.000   13.090  0.000
03/28/2091   1076      0    688    322      0      9      0    175      0    241     97 0.61 0.85 0.08 2628.96 14.18 12.53 335.00      0      0      0   0.00   0.00      0   0.00 77214.8  0.000 14647.5  0.000      0      0      0      0      0      5.000   14.180  0.000
03/29/2091   1067      0    627    320      0     22      0    227      0    288    112 0.61 0.87 0.10 2626.92 14.11 12.59 388.00      0      0      0   0.00   0.00      0   0.00 77211.6  0.000 14632.1  0.000      0      0      0      0      0      5.000   14.110  1.925
03/30/2091   1058      0    565    317      0     47      0    281      0    306     97 0.47 0.88 0.11 2624.87 10.21 12.64 440.00      0      0      0   0.00   0.00      0   0.00 77208.6  0.000 14616.9  0.000      0      0      0      0      0      5.000   10.210  0.825
03/31/2091   1049      0    504    314      0     85      0    340      0    333    124 0.53 0.90 0.12 2622.82 11.92 12.70 493.00      0      0      0   0.00   0.00      0   0.00 77205.7  0.000 14601.7  0.000      0      0      0      0      0      5.000   11.920  0.350
04/01/2091   1049      0    446    314      0    133      0    404      0    362    141 0.55 0.91 0.13 2620.76 12.34 12.75 545.00      0      0      0   0.00   0.00      0   0.00 77227.0  0.000 14592.6  0.000      0      0      0      0      0      5.000   12.340  0.000
04/02/2091   1009      0    390    302      0    184      0    450      0    415    150 0.53 0.93 0.14 2618.69 11.85 12.81 603.00      0      0      0   0.00   0.00      0   0.00 77247.6  0.000 14583.6  0.000      0      0      0      0      0      5.000   11.855  0.000
04/03/2091    986      0    337    295      0    249      0    509      0    456    165 0.56 0.94 0.14 2616.62 12.83 12.86 619.00      0      0      0   0.00   0.00      0   0.00 77267.6  0.000 14574.8  0.000      0      0      0      0      0      5.000   12.830  0.000
04/04/2091    956      0    286    286      0    328      0    571      0    498    183 0.59 0.96 0.15 2614.55 13.67 12.92 649.00      0      0      0   0.00   0.00      0   0.00 77286.6  0.000 14566.2  0.000      0      0      0      0      0      5.000   13.675  0.000
04/05/2091    930      0    229    279      0    425      0    624      0    544    196 0.61 0.97 0.15 2612.47 14.25 12.97 670.00      0      0      0   0.00   0.00      0   0.00 77305.0  0.000 14557.8  0.000      0      0      0      0      0      5.000   14.245  0.000
04/06/2091    887      0    167    266      0    537      0    677      0    597    218 0.65 0.98 0.16 2610.38 15.35 13.03 701.00      0      0      0   0.00   0.00      0   0.00 77322.4  0.000 14549.6  0.000      0      0      0      0      0      5.000   15.345  0.000
04/07/2091    838      0    128    251      0    634      0    763      0    650    236 0.68 1.00 0.16 2608.29 16.26 13.08 720.00      0      0      0   0.00   0.00      0   0.00 77338.8  0.000 14541.7  0.000      0      0      0      0      0      5.000   16.265  0.000
04/08/2091    797      0     93    239      0    758      0    835      0    683    229 0.66 1.00 0.16 2606.19 15.84 13.13 710.00      0      0      0   0.00   0.00      0   0.00 77354.4  0.000 14534.0  0.000      0      0      0      0      0      5.000   15.840  0.000
04/09/2091    748      0     67    224      0    897      0    912      0    698    233 0.68 1.00 0.16 2604.09 16.41 13.19 704.00      0      0      0   0.00   0.00      0   0.00 77368.9  0.000 14526.7  0.000      0      0      0      0      0      5.000   16.415  0.000
04/10/2091    513      0     39    153      0   1040      0    998      0    687    225 0.67 1.00 0.15 2601.98 16.18 13.24 681.00      0      0      0   0.00   0.00      0   0.00 77378.8  0.000 14521.0  0.000      0      0      0      0      0      5.000   16.175  0.000
04/11/2091    526      0     30    157      0   1192      0   1062      0    612    154 0.62 1.00 0.11 2599.87 14.47 13.29 474.00      0      0      0   0.00   0.00      0   0.00 77376.6  0.000 14511.8  0.000      0      0      0      0      0      5.000   14.470  2.025
04/12/2091    493      0     51    147      0   1350      0   1112      0    379      0 0.00 0.00 0.00 0.00 0.00 0.00 00.00      0      0      0   0.00   0.00      0   0.00 77385.9  0.000 14506.3  0.000      0      0      0      0      0      5.000   12.010  0.000
04/13/2091    531      0     85    159      0   1508      0   1141      0    154      0 0.00 0.00 0.00 0.00 0.00 0.00 00.00      0      0      0   0.00   0.00      0   0.00 77383.6  0.000 14497.1  0.000      0      0      0      0      0      5.000   11.735  0.700
04/14/2091    523      0    133    156      0   1678      0   1077      0      0      0 0.00 0.00 0.00 0.00 0.00 0.00 00.00      0      0      0   0.00   0.00      0   0.00 77393.2  0.000 14491.3  0.000      0      0      0      0      0      5.000   10.895  0.150
04/15/2091    574      0    184    172      0   1863      0    841      0      0      0 0.00 0.00 0.00 0.00 0.00 0.00 00.00      0      0      0   0.00   0.00      0   0.00 77390.4  0.000 14481.5  0.000      0      0      0      0      0      5.000   12.795  0.550
04/16/2091    639      0    249    191      0   2027      0    612      0    139    139 0.66 1.00 0.10 2589.22 15.74 13.56 390.00      0      0      0   0.00   0.00      0   0.00 77387.2  0.000 14471.0  0.000      0      0      0      0      0      5.000   15.745  1.450
04/17/2091    718      0    328    215      0   2181      0    379      0    268    129 0.62 1.00 0.10 2587.07 14.36 13.61 390.00      0      0      0   0.00   0.00      0   0.00 77385.4  0.000 14459.5  0.000      0      0      0      0      0      5.000   14.355  3.825
04/18/2091    762      0    425    228      0   2309      0    154      0    397    129 0.61 1.00 0.10 2584.92 14.34 13.66 390.00      0      0      0   0.00   0.00      0   0.00 77400.9  0.000 14452.1  0.000      0      0      0      0      0      5.000   14.335  0.000
04/19/2091    823      0    537    246      0   2351      0    139      0    389    131 0.71 1.00 0.08 2582.77 17.49 13.72 337.00      0      0      0   0.00   0.00      0   0.00 77417.8  0.000 14444.3  0.000      0      0      0      0      0      5.000   17.485  0.000
04/20/2091    863      0    634    229      0   2254      0    268      0    373    113 0.71 1.00 0.07 2580.60 17.27 13.77 286.00      0      0      0   0.00   0.00      0   0.00 77433.5  0.000 14435.6  0.000      0      0      0      0      0      5.000   17.275  0.000
04/21/2091    925      0    758    167      0   2130      0    397      0    336     92 0.71 1.00 0.06 2578.44 17.36 13.82 229.00      0      0      0   0.00   0.00      0   0.00 77444.6  0.000 14425.0  0.000      0      0      0      0      0      5.000   17.365  0.000
04/22/2091   1027      0    899    128      0   1989      0    528      0    275     70 0.72 1.00 0.05 2576.26 17.85 13.87 167.00      0      0      0   0.00   0.00      0   0.00 77452.6  0.000 14412.5  0.000      0      0      0      0      0      5.000   17.850  0.000
04/23/2091   1142      0   1049     93      0   1839      0    641      0    223     61 0.80 1.00 0.04 2574.09 20.72 13.92 128.00      0      0      0   0.00   0.00      0   0.00 77452.3  0.000 14282.0  0.000      0      0      0      0      0      5.000   20.715  0.000
04/24/2091   1279      0   1214     65      0   1813      0    594      0    180     49 0.88 1.00 0.03 2571.90 24.40 13.97 93.00      0      0      0   0.00   0.00      0   0.00 77449.0  0.000 14136.4  0.000      0      0      0      0      0      5.000   24.405  0.000
04/25/2091   1405      0   1397      8      0   1759      0    535      0    145     35 0.89 1.00 0.02 2569.71 24.80 14.02 65.00      0      0      0   0.00   0.00      0   0.00 77440.4  0.000 13972.1  0.000      0      0      0      0      0      5.000   24.795  0.000
04/26/2091   1593      0   1593      0      0   1692      0    467      0     87      3 0.83 1.00 0.00 2567.52 21.94 14.07 08.00      0      0      0   0.00   0.00      0   0.00 77430.3  0.000 13790.0  0.000      0      0      0      0      0      5.000   21.945  0.000
04/27/2091   1811      0   1811      0      0   1605      0    385      0     38      0 0.85 1.00 0.00 2565.32 22.98 14.12 00.00      0      0      0   0.00   0.00      0   0.00 77419.3  0.000 13591.4  0.000      0      0      0      0      0      5.000   22.975  0.000
04/28/2091   2047      0   2047      0      0   1482      0    307      0      3      0 0.89 1.00 0.00 2563.12 24.71 14.17 00.00      0      0      0   0.00   0.00      0   0.00 77407.2  0.000 13375.6  0.000      0      0      0      0      0      5.000   24.710  0.000
04/29/2091   2276      0   2276      0      0   1345      0    218      0      0      0 0.89 1.00 0.00 2560.90 24.56 14.22 00.00      0      0      0   0.00   0.00      0   0.00 77394.3  0.000 13142.6  0.000      0      0      0      0      0      5.000   24.555  0.000
04/30/2091   2509      0   2507      2      0   1182      0    148      0      0      0 0.84 1.00 0.00 2558.69 22.22 14.27 00.00      0      0      0   0.00   0.00      0   0.00 77380.5  0.000 12888.2  0.000      0      0      0      0      0      5.000   22.215  0.000
05/01/2091   2734      0   2725      9      0   1018      0     87      0      0      0 0.84 1.00 0.00 2556.47 22.30 14.32 02.00      0      0      0   0.00   0.00      0   0.00 77366.5  0.000 12614.5  0.000      0      0      0      0      0      5.000   22.295  0.000
05/02/2091   2888      0   2866     22      0    913      0     38      0      4      4 0.78 1.00 0.00 2554.24 20.15 14.37 09.00      0      0      0   0.00   0.00      0   0.00 77353.2  0.000 12329.6  0.000      0      0      0      0      0      5.000   20.145  0.000
05/03/2091   2888      0   2841     47      0    948      0      3      0     15     11 0.87 1.00 0.01 2552.01 23.82 14.41 22.00      0      0      0   0.00   0.00      0   0.00 77342.8  0.000 12044.7  0.000      0      0      0      0      0      5.000   23.815  0.000
05/04/2091   2888      0   2803     85      0    951      0      0      0     41     26 0.91 1.00 0.01 2549.77 25.61 14.46 47.00      0      0      0   0.00   0.00      0   0.00 77329.7  0.000 11771.2  0.000      0      0      0      0      0      5.000   25.605  0.000
05/05/2091   2888      0   2755    133      0    951      0      4      0     84     47 0.93 1.00 0.02 2547.53 26.90 14.51 85.00      0      0      0   0.00   0.00      0   0.00 77327.6  0.000 11490.8  0.000      0      0      0      0      0      5.000   26.900  0.000
05/06/2091   2888      0   2704    184      0    951      0     15      0    131     58 0.75 1.00 0.04 2545.28 18.71 14.55 133.00      0      0      0   0.00   0.00      0   0.00 77330.5  0.000 11230.3  0.000      0      0      0      0      0      5.000   18.710  0.000
05/07/2091   3027      0   2778    249      0    812      0     41      0    183     78 0.74 1.00 0.05 2543.03 18.51 14.60 184.00      0      0      0   0.00   0.00      0   0.00 77338.5  0.000 10984.2  0.000      0      0      0      0      0      5.000   18.515  0.000
05/08/2091   3156      0   2828    328      0    683      0     88      0    241    105 0.76 1.00 0.06 2540.77 19.08 14.64 249.00      0      0      0   0.00   0.00      0   0.00 77352.9  0.000 10755.4  0.000      0      0      0      0      0      5.000   19.075  0.000
05/09/2091   3285      0   2860    425      0    554      0    146      0    336    153 0.86 1.00 0.08 2538.50 23.44 14.69 328.00      0      0      0   0.00   0.00      0   0.00 77375.0  0.000 10543.8  0.000      0      0      0      0      0      5.000   23.435  0.000
05/10/2091   3416      0   2879    537      0    427      0    220      0    447    189 0.85 1.00 0.10 2536.23 22.94 14.73 425.00      0      0      0   0.00   0.00      0   0.00 77364.7  0.000 10300.4  0.000      0      0      0      0      0      5.000   22.940  0.425
05/11/2091   3529      0   2895    634      0    325      0    314      0    539    197 0.73 1.00 0.13 2533.96 18.15 14.78 537.00      0      0      0   0.00   0.00      0   0.00 77354.8  0.000 10056.4  0.000      0      0      0      0      0      5.000   18.150  1.825
05/12/2091   3619      0   2863    756      0    259      0    441      0    612    226 0.73 1.00 0.14 2531.68 18.25 14.82 634.00      0      0      0   0.00   0.00      0   0.00 77402.9  0.000 9858.2  0.000      0      0      0      0      0      5.000   18.255  0.000
05/13/2091   3682      0   2792    890      0    236      0    583      0    717    294 0.84 1.00 0.16 2529.39 22.25 14.86 756.00      0      0      0   0.00   0.00      0   0.00 77460.8  0.000 9653.0  0.000      0      0      0      0      0      5.000   22.250  0.000
05/14/2091   3730      0   2703   1027      0    233      0    722      0    888    369 0.93 1.00 0.19 2527.10 26.63 14.90 890.00      0      0      0   0.00   0.00      0   0.00 77528.8  0.000 9442.0  0.000      0      0      0      0      0      5.000   26.630  0.000
05/15/2091   3754      0   2587   1126      0    262      0    870      0   1089    428 0.97 1.00 0.21 2524.80 29.17 14.94 1027.00      0      0      0   0.00   0.00      0   0.00 77603.8  0.000 9223.8  0.000      0      0      0      0      0      5.000   29.170  0.000
05/16/2091   3789      0   2439   1136      0    332      0   1059      0   1181    387 0.80 1.00 0.23 2522.50 20.80 14.98 1167.00      0      0      0   0.00   0.00      0   0.00 77592.1  0.000 8914.3  0.000      0      0      0      0      0      5.000   20.800  3.600
05/17/2091   3792      0   2246   1137      0    482      0   1274      1   1202    391 0.73 1.00 0.25 2520.19 18.22 15.02 1350.00      0      0      0   0.00   0.00      0   0.00 77580.9  0.000 8607.4  0.000      0      0      0      0      0      5.000   18.225  6.625
05/18/2091   3754      0   2028   1126      0    671      0   1512      2   1184    411 0.70 1.00 0.27 2517.88 17.24 15.06 1546.00      0      0      0   0.00   0.00      0   0.00 77653.8  0.000 8586.8  0.000      0      0      0      0      0      5.000   17.245  0.000
05/19/2091   3706      0   1792   1111      0    868      0   1701      4   1228    432 0.69 1.00 0.29 2515.56 16.80 15.10 1726.00      0      0      0   0.00   0.00      0   0.00 77726.3  0.000 8566.3  0.000      0      0      0      0      0      5.000   16.800  0.000
05/20/2091   3655      0   1563   1096      0   1094      1   1864      6   1319    483 0.73 1.00 0.31 2513.24 17.97 15.14 1914.00      0      0      0   0.00   0.00      0   0.00 77798.5  0.000 8546.1  0.000      0      0      0      0      0      5.000   17.965  0.000
05/21/2091   3590      0   1330   1077      0   1388      2   1979     10   1466    561 0.80 1.00 0.33 2510.91 20.73 15.17 2092.00      0      0      0   0.00   0.00      0   0.00 77871.8  0.000 8322.6  0.000      0      0      0      0      0      5.000   20.730  0.000
05/22/2091   3511      0   1105   1053      0   1756      4   2041     14   1635    606 0.83 1.00 0.34 2508.57 21.77 15.21 2260.00      0      0      0   0.00   0.00      0   0.00 77943.5  0.000 8100.4  0.000      0      0      0      0      0      5.000   21.775  0.000
05/23/2091   3515      0    955   1054      0   2179      7   2094     19   1769    623 0.82 1.00 0.36 2506.23 21.48 15.24 2406.00      0      0      0   0.00   0.00      0   0.00 77934.6  0.000 7807.1  0.000      0      0      0      0      0      5.000   21.475  0.775
05/24/2091   3526      0    966   1057      0   2554     12   2264     24   1890    687 0.87 1.00 0.37 2503.89 23.85 15.28 2560.00      0      0      0   0.00   0.00      0   0.00 77926.0  0.000 7515.8  0.000      0      0      0      0      0      5.000   23.855  1.550
05/25/2091   3552      0    992   1065      0   2917     18   2474     29   1952    672 0.85 1.00 0.37 2501.54 23.00 15.31 2560.00      0      0      0   0.00   0.00      0   0.00 77917.2  0.000 7222.4  0.000      0      0      0      0      0      5.000   23.000  1.200
05/26/2091   3599      0   1039   1079      0   3279     26   2679     32   2001    674 0.86 1.00 0.37 2499.18 23.13 15.34 2560.00      0      0      0   0.00   0.00      0   0.00 77908.1  0.000 6922.1  0.000      0      0      0      0      0      5.000   23.125  0.700
05/27/2091   3657      0   1097   1097      1   3651     35   2926     33   1975    663 0.84 1.00 0.37 2496.82 22.59 15.37 2560.00      0      0      0   0.00   0.00      0   0.00 77898.6  0.000 6614.3  0.000      0      0      0      0      0      5.000   22.590  0.500
05/28/2091   3429      0   1036   1028      2   4053     45   3107     33   1912    609 0.78 1.00 0.37 2494.45 19.81 15.40 2560.00      0      0      0   0.00   0.00      0   0.00 77967.4  0.000 6374.5  0.000      0      0      0      0      0      5.000   19.805  0.025
05/29/2091   3410      0   1012   1023      4   4504     54   3214     32   1827    588 0.78 1.00 0.36 2492.08 19.94 15.43 2393.00      0      0      0   0.00   0.00      0   0.00 78035.2  0.000 6124.4  0.000      0      0      0      0      0      5.000   19.940  0.000
05/30/2091   3422      0   1036   1026      7   4950     62   3266     32   1805    641 0.85 1.00 0.36 2489.70 22.86 15.46 2398.00      0      0      0   0.00   0.00      0   0.00 78102.3  0.000 5862.6  0.000      0      0      0      0      0      5.000   22.865  0.000
05/31/2091   3461      0   1094   1038     12   5375     68   3250     34   1887    694 0.92 1.00 0.36 2487.32 26.44 15.49 2386.00      0      0      0   0.00   0.00      0   0.00 78169.0  0.000 5584.7  0.000      0      0      0      0      0      5.000   26.440  0.000
06/01/2091   3114      0   1178    934     18   5855     72   3151     38   2021    726 0.97 1.00 0.35 2484.93 29.35 15.52 2367.00      0      0      0   0.00   0.00      0   0.00 78227.3  0.000 5312.1  0.000      0      0      0      0      0      5.000   29.345  0.000
06/02/2091   3122      0   1312    936     26   6290     75   3119     38   2020    639 0.96 1.00 0.31 2482.53 28.85 15.54 1936.00      0      0      0   0.00   0.00      0   0.00 78284.6  0.000 5026.0  0.000      0      0      0      0      0      5.000   28.845  0.000
06/03/2091   3180      0   1536    954     36   6659     78   3136     35   1942    612 0.96 1.00 0.30 2480.14 28.89 15.56 1810.00      0      0      0   0.00   0.00      0   0.00 78341.9  0.000 4727.1  0.000      0      0      0      0      0      5.000   28.885  0.000
06/04/2091   3548      0   1843   1064     47   6942     81   3197     30   1817    596 1.00 1.00 0.28 2477.73 31.33 15.59 1644.00      0      0      0   0.00   0.00      0   0.00 78323.9  0.000 4334.1  0.000      0      0      0      0      0      5.000   31.330  0.750
06/05/2091   3746      0   2221   1123     58   7113     81   3227     30   1788    610 1.00 1.00 0.29 2475.32 32.50 15.61 1705.00      0      0      0   0.00   0.00      0   0.00 78389.8  0.000 3989.7  0.000      0      0      0      0      0      5.000   32.500  0.050
06/06/2091   4132      0   2572   1239     69   7305     80   3251     29   1688    511 0.90 1.00 0.27 2472.90 25.26 15.63 1525.00      0      0      0   0.00   0.00      0   0.00 78366.8  0.000 3515.9  0.000      0      0      0      0      0      5.000   25.260  0.450
06/07/2091   4521      0   2958   1356     80   7545     78   3209     28   1547    454 0.79 1.00 0.27 2470.48 20.38 15.65 1560.00      0      0      0   0.00   0.00      0   0.00 78341.5  0.000 2987.6  0.000      0      0      0      0      0      5.000   20.375  1.725
06/08/2091   4697      0   3367   1330     90   7816     79   3128     25   1379    440 0.76 1.00 0.27 2468.06 19.36 15.67 1563.00      0      0      0   0.00   0.00      0   0.00 78416.3  0.000 2514.5  0.000      0      0      0      0      0      5.000   19.360  0.000
06/09/2091   4748      0   3797    951    101   8098     77   2918     24   1292    424 0.82 1.00 0.25 2465.62 21.56 15.69 1330.00      0      0      0   0.00   0.00      0   0.00 78461.0  0.000 2005.8  0.000      0      0      0      0      0      5.000   21.560  0.000
06/10/2091   5090      1   4277    812    113   8246     72   2736     23   1205    367 0.90 1.00 0.20 2463.19 25.19 15.70 951.00      0      0      0   0.00   0.00      0   0.00 78493.1  0.000 1455.7  0.000      0      0      0      0      0      5.000   25.195  0.000
06/11/2091   5518      2   4833    683    126   8292     66   2565     21   1108    340 0.94 1.00 0.17 2460.74 27.33 15.72 812.00      0      0      0   0.00   0.00      0   0.00 78512.9  0.000  855.9  0.000      0      0      0      0      0      5.000   27.330  0.000
06/12/2091   5990      4   5432    554    135   8280     63   2393     18    988    301 0.95 1.00 0.15 2458.30 28.15 15.73 683.00      0      0      0   0.00   0.00      0   0.00 78520.2  0.000  207.3  0.000      0      0      0      0      0      5.000   28.155  0.000
06/13/2091   6476      7   6042    427    142   8265     60   2153     16    872    248 0.92 1.00 0.13 2455.84 26.48 15.74 554.00      0      0      0   0.00   0.00      0   0.00 78515.9  0.000    0.0  0.000      0      0      0      0      0      5.000   26.480  0.000
06/14/2091   7045     12   6708    325    146   8090     57   1985     14    729    195 0.91 1.00 0.10 2453.38 25.53 15.75 427.00      0      0      0   0.00   0.00      0   0.00 78501.4  0.000    0.0  0.000      0      0      0      0      0      5.000   25.530  0.000
06/15/2091   7620     18   7343    259    151   7875     51   1834     12    588    158 0.93 1.00 0.08 2450.92 26.58 15.76 325.00      0      0      0   0.00   0.00      0   0.00 78479.9  0.000    0.0  0.000      0      0      0      0      0      5.000   26.580  0.000
06/16/2091   8160     26   7959    175    152   7643     47   1646      9    466    124 0.89 1.00 0.07 2448.45 24.73 15.77 259.00      0      0      0   0.00   0.00      0   0.00 78449.9  0.000    0.0  0.000      0      0      0      0      0      5.000   24.730  0.000
06/17/2091   8734     36   8552    146    150   7407     43   1422      6    356     83 0.86 1.00 0.05 2445.98 23.13 15.78 175.00      0      0      0   0.00   0.00      0   0.00 78415.6  0.000    0.0  0.000      0      0      0      0      0      5.000   23.130  0.000
06/18/2091   9343     47   9072    224    147   7168     38   1217      4    275     75 0.92 1.00 0.04 2443.49 26.47 15.78 146.00      0      0      0   0.00   0.00      0   0.00 78385.5  0.000    0.0  0.000      0      0      0      0      0      5.000   26.470  0.000
06/19/2091   9932     58   9545    329    144   6924     32   1004      4    269    118 0.97 1.00 0.06 2441.01 29.22 15.79 224.00      0      0      0   0.00   0.00      0   0.00 78362.1  0.000    0.0  0.000      0      0      0      0      0      5.000   29.220  0.125
06/20/2091  10572     69  10021    482    140   6590     26    790      6    349    164 0.96 1.00 0.08 2438.52 28.70 15.79 329.00      0      0      0   0.00   0.00      0   0.00 78349.0  0.000    0.0  0.000      0      0      0      0      0      5.000   28.700  0.000
06/21/2091  11263     80  10512    671    135   6153     21    620     10    492    221 0.94 1.00 0.11 2436.02 27.12 15.79 482.00      0      0      0   0.00   0.00      0   0.00 78348.8  0.000    0.0  0.000      0      0      0      0      0      5.000   27.120  0.000
06/22/2091  11985     90  11027    868    130   5632     18    544     14    663    293 0.95 1.00 0.15 2433.52 27.76 15.79 671.00      0      0      0   0.00   0.00      0   0.00 78362.2  0.000    0.0  0.000      0      0      0      0      0      5.000   27.760  0.000
06/23/2091  12620    101  11429   1090    124   5158     16    551     19    836    343 0.91 1.00 0.18 2431.01 25.88 15.79 868.00      0      0      0   0.00   0.00      0   0.00 78391.8  0.000    0.0  0.000      0      0      0      0      0      5.000   25.880  0.000
06/24/2091  13235    114  11737   1384    115   4677     17    646     24   1015    405 0.91 1.00 0.22 2428.50 25.93 15.79 1090.00      0      0      0   0.00   0.00      0   0.00 78337.4  0.000    0.0  0.000      0      0      0      0      0      5.000   25.930  0.450
06/25/2091  13825    128  11956   1741    104   4171     20    851     29   1174    457 0.88 1.00 0.25 2425.98 23.99 15.79 1384.00      0      0      0   0.00   0.00      0   0.00 78416.0  0.000    0.0  0.000      0      0      0      0      0      5.000   23.990  0.000
06/26/2091  14409    139  12128   2142     95   3645     26   1112     36   1376    551 0.91 1.00 0.29 2423.46 25.77 15.78 1741.00      0      0      0   0.00   0.00      0   0.00 78524.3  0.000    0.0  0.000      0      0      0      0      0      5.000   25.770  0.000
06/27/2091  14874    149  12244   2481     86   3258     35   1392     48   1628    669 0.98 1.00 0.33 2420.93 29.60 15.78 2142.00      0      0      0   0.00   0.00      0   0.00 78658.2  0.000    0.0  0.000      0      0      0      0      0      5.000   29.600  0.000
06/28/2091  15329    158  12301   2870     78   2973     45   1676     64   1899    743 0.99 1.00 0.36 2418.39 31.04 15.77 2481.00      0      0      0   0.00   0.00      0   0.00 78601.5  0.000    0.0  0.000      0      0      0      0      0      5.000   31.040  0.450
06/29/2091  15713    169  12323   3221     69   2758     58   1996     81   2110    779 0.96 1.00 0.39 2415.85 28.67 15.76 2870.00      0      0      0   0.00   0.00      0   0.00 78791.6  0.000    0.0  0.000      0      0      0      0      0      5.000   28.670  0.000
06/30/2091  16059    178  12308   3573     63   2629     77   2357     97   2275    850 0.99 1.00 0.42 2413.31 30.47 15.75 3221.00      0      0      0   0.00   0.00      0   0.00 79008.9  0.000    0.0  0.000      0      0      0      0      0      5.000   30.470  0.000
