Varroa Population Simulation - Oct 15,2019  02:36:21 AM
VarroaPop Version 3.3.1.1 March 2019

                                        Capped  Capped                                                                                                                     Prop           Conc          Conc                                             
            Colony  Adult  Adult         Drone   Wkr    Drone  Wkr    Drone  Wkr  Total                                          Free   DBrood WBrood DMite  WMite  Mites  Mites  Colony Pollen Colony Nectar   Dead   Dead   Dead   Dead   Dead    Queen      Ave
     Date   Size   Drones   Wkr   Forgrs Brood  Brood   Larv   Larv    Eggs  Eggs  Eggs  DD    L    N     P      dd    l    n    Mites  Mites  Mites  /Cell  /Cell  Dying  Dying  Pollen  Pest  Nectar  Pest    DLarv  WLarv  DAdlt  WAdlt  Forgrs  Strength   Temp   Rain
Initial     20000      0  13545   6000      0      0      0      0      0      0      0 0.00 0.00 0.00 0.00 0.00 0.00 00.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    0.000  0.000
01/01/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.15 0.00 0.59 3000.00 2.61 8.67 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    2.610  0.000
01/02/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.21 0.00 0.59 3000.39 4.06 8.68 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    4.055  0.000
01/03/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.31 0.00 0.59 3000.78 6.20 8.70 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    6.200  0.000
01/04/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.33 0.00 0.59 3001.16 6.71 8.71 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    6.705  0.000
01/05/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.26 0.00 0.59 3001.54 5.08 8.73 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    5.080  0.000
01/06/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.25 0.00 0.59 3001.91 4.96 8.75 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    4.965  0.000
01/07/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.21 0.00 0.59 3002.27 3.91 8.77 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    3.905  0.000
01/08/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.30 0.00 0.59 3002.63 5.96 8.80 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    5.960  0.000
01/09/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.39 0.00 0.59 3002.99 8.07 8.82 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    8.070  0.000
01/10/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.29 0.00 0.59 3003.34 5.85 8.84 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    5.850  0.000
01/11/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.32 0.00 0.59 3003.68 6.55 8.87 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    6.545  0.000
01/12/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.23 0.00 0.59 3004.02 4.35 8.90 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    4.350  0.000
01/13/2090  20000      0  13545   6000      0      0      0      0      0      0      0 0.27 0.00 0.59 3004.35 5.30 8.92 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    5.305  0.000
01/14/2090  19990      0  12900   5997      0      0      0      0      0      0      0 0.36 0.00 0.59 3004.68 7.41 8.95 6455.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 2554.4  0.000      0      0      0      0      0      5.000    7.410  0.000
01/15/2090  19336      0  12255   5800      0      0      0      0      0      0      0 0.39 0.00 0.61 3005.00 8.25 8.98 7090.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 5022.5  0.000      0      0      0      0      0      5.000    8.250  0.000
01/16/2090  19336      0  12255   5800      0      0      0      0      0      0      0 0.36 0.00 0.61 3005.32 7.37 9.02 7081.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 4880.7  0.000      0      0      0      0      0      5.000    7.365  0.000
01/17/2090  19336      0  12255   5800      0      0      0      0      0      0      0 0.33 0.00 0.61 3005.63 6.82 9.05 7081.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 4738.9  0.000      0      0      0      0      0      5.000    6.820  2.075
01/18/2090  19336      0  12255   5800      0      0      0      0      0      0      0 0.33 0.00 0.61 3005.93 6.69 9.08 7081.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 4597.1  0.000      0      0      0      0      0      5.000    6.690  0.900
01/19/2090  19336      0  12255   5800      0      0      0      0      0      0      0 0.44 0.00 0.61 3006.24 9.36 9.12 7081.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 4470.0  0.000      0      0      0      0      0      5.000    9.360  6.800
01/20/2090  19336      0  12255   5800      0      0      0      0      0      0      0 0.42 0.00 0.61 3006.53 8.87 9.15 7081.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 4342.9  0.000      0      0      0      0      0      5.000    8.870  2.875
01/21/2090  19336      0  12255   5800      0      0      0      0      0      0      0 0.37 0.00 0.61 3006.82 7.69 9.19 7081.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 4201.1  0.000      0      0      0      0      0      5.000    7.695  0.775
01/22/2090  19336      0  12255   5800      0      0      0      0      0      0      0 0.44 0.00 0.61 3007.10 9.49 9.22 7081.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 4074.1  0.000      0      0      0      0      0      5.000    9.490  4.175
01/23/2090  19336      0  12255   5800      0      0      0      0      0      0      0 0.47 0.00 0.61 3007.38 10.24 9.26 7081.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 3947.0  0.000      0      0      0      0      0      5.000   10.245  3.025
01/24/2090  19336      0  12255   5800      0      0      0      0      0      0      0 0.41 0.00 0.61 3007.66 8.72 9.30 7081.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 3819.9  0.000      0      0      0      0      0      5.000    8.720  8.925
01/25/2090  19336      0  12255   5800      0      0      0      0      0      0      0 0.55 0.00 0.61 3007.92 12.38 9.34 7081.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 3692.9  0.000      0      0      0      0      0      5.000   12.375  3.500
01/26/2090  18040      0  11610   5412      0      0      0      0      0      0      0 0.49 0.00 0.61 3008.19 10.68 9.38 7081.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 4454.9  0.000      0      0      0      0      0      5.000   10.680  0.000
01/27/2090  18040      0  11610   5412      0      0      0      0      0      0      0 0.41 0.00 0.59 3008.44 8.59 9.42 6430.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 4334.1  0.000      0      0      0      0      0      5.000    8.590  0.000
01/28/2090  17388      0  10965   5216      0      0      0      0      0      0      0 0.52 0.00 0.59 3008.70 11.59 9.46 6430.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 5067.6  0.000      0      0      0      0      0      5.000   11.590  0.000
01/29/2090  16737      0  10320   5021      0      0      0      0      0      0      0 0.51 0.00 0.59 3008.94 11.30 9.51 6423.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 5772.7  0.000      0      0      0      0      0      5.000   11.295  0.000
01/30/2090  16087      0   9675   4826      0      0      0      0      0      0      0 0.44 0.00 0.58 3009.18 9.35 9.55 6417.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 6449.6  0.000      0      0      0      0      0      5.000    9.355  0.000
01/31/2090  15438      0   9030   4631      0      0      0      0      0      0      0 0.41 0.00 0.58 3009.42 8.73 9.59 6412.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 7098.2  0.000      0      0      0      0      0      5.000    8.730  0.000
02/01/2090  15428      0   8385   4628      0      0      0      0      0      0      0 0.37 0.00 0.58 3009.65 7.72 9.64 6408.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 9054.7  0.000      0      0      0      0      0      5.000    7.720  0.000
02/02/2090  14144      0   7740   4243      0      0      0      0      0      0      0 0.46 0.00 0.61 3009.88 9.85 9.68 7043.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 9647.2  0.000      0      0      0      0      0      5.000    9.850  0.000
02/03/2090  14134      0   7095   4240      0      0      0      0      0      5      5 0.40 0.01 0.58 3010.09 8.56 9.73 6404.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 10239.2  0.000      0      0      0      0      0      5.000    8.555  0.000
02/04/2090  13484      0   6450   4045      0      0      0      0      0     21     16 0.41 0.03 0.61 3010.31 8.62 9.78 7039.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 10803.0  0.000      0      0      0      0      0      5.000    8.620  0.000
02/05/2090  13474      0   5805   4042      0      0      0      0      0     46     25 0.40 0.04 0.61 3010.52 8.41 9.82 7034.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 12504.4  0.000      0      0      0      0      0      5.000    8.415  0.000
02/06/2090  13464      0   5160   4039      0      0      0      5      0     73     32 0.36 0.06 0.63 3010.72 7.36 9.87 7669.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 12386.9  0.000      0      0      0      0      0      5.000    7.360  0.750
02/07/2090  13453      0   4515   4035      0      0      0     21      0    104     47 0.39 0.07 0.65 3010.92 8.18 9.92 8304.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 12269.4  0.000      0      0      0      0      0      5.000    8.175  0.650
02/08/2090  13442      0   3870   4032      0      0      0     46      0    134     55 0.36 0.09 0.67 3011.11 7.50 9.97 8938.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 12152.0  0.000      0      0      0      0      0      5.000    7.500  0.200
02/09/2090  13430      0   3225   4029      0      0      0     78      0    173     71 0.38 0.11 0.69 3011.30 8.03 10.01 9572.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 12034.7  0.000      0      0      0      0      0      5.000    8.030  3.625
02/10/2090  13418      0   2580   4025      0      0      0    125      0    205     79 0.36 0.12 0.71 3011.48 7.48 10.06 10205.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 11917.4  0.000      0      0      0      0      0      5.000    7.480  0.950
02/11/2090  13406      0   1935   4021      0      5      0    175      0    248     98 0.39 0.14 0.72 3011.66 8.10 10.11 10838.00      0      0      0   0.00   0.00      0   0.00    0.0  0.000 11800.2  0.000      0      0      0      0      0      5.000    8.095  1.850
02/12/2090  11508      0   1290   3452      0     21      0    230      0    314    137 0.47 0.15 0.74 3011.83 10.31 10.16 11471.00      0      0      0   0.00   0.00      0   0.00  224.6  0.000 11760.8  0.000      0      0      0      0      0      5.000   10.305  0.000
02/13/2090  11496      0    645   3448      0     46      0    284      0    365    130 0.42 0.17 0.71 3011.99 9.06 10.21 10218.00      0      0      0   0.00   0.00      0   0.00  179.9  0.000 11673.8  0.000      0      0      0      0      0      5.000    9.065  0.825
02/14/2090  11483      0      0   3444      0     78      0    350      0    357     90 0.26 0.19 0.72 3012.15 5.18 10.26 10851.00      0      0      0   0.00   0.00      0   0.00  134.0  0.000 11565.7  0.000      0      0      0      0      0      5.000    5.180  0.000
02/15/2090  10844      0      0   3253      0    125      0    440      0    377    157 0.41 0.20 0.74 3012.31 8.66 10.31 11483.00      0      0      0   0.00   0.00      0   0.00  343.4  0.000 11527.5  0.000      0      0      0      0      0      5.000    8.665  0.000
02/16/2090  10206      0      0   3061      0    180      0    515      0    419    172 0.42 0.22 0.72 3012.46 9.05 10.37 10844.00      0      0      0   0.00   0.00      0   0.00  540.4  0.000 11490.5  0.000      0      0      0      0      0      5.000    9.050  0.000
02/17/2090  10195      0      0   3058      0    251      0    534      0    492    163 0.38 0.24 0.71 3012.60 7.97 10.42 10206.00      0      0      0   0.00   0.00      0   0.00  737.2  0.000 12306.3  0.000      0      0      0      0      0      5.000    7.965  0.000
02/18/2090  10184      0      0   3055      0    330      0    612      0    435    100 0.22 0.25 0.70 3012.74 4.18 10.47 10195.00      0      0      0   0.00   0.00      0   0.00  696.5  0.000 12204.7  0.000      0      0      0      0      0      5.000    4.185  0.000
02/19/2090   9549      0      0   2864      0    428      0    686      0    447    184 0.38 0.27 0.70 3012.87 7.94 10.52 10184.00      0      0      0   0.00   0.00      0   0.00  880.8  0.000 12965.6  0.000      0      0      0      0      0      5.000    7.935  0.000
02/20/2090   9539      0      0   2861      0    565      0    712      0    545    262 0.52 0.29 0.69 3013.00 11.64 10.57 9549.00      0      0      0   0.00   0.00      0   0.00  842.7  0.000 12889.7  0.000      0      0      0      0      0      5.000   11.640  2.000
02/21/2090   9529      0      0   2858      0    695      0    682      0    722    277 0.52 0.30 0.69 3013.12 11.64 10.63 9539.00      0      0      0   0.00   0.00      0   0.00  804.5  0.000 12813.9  0.000      0      0      0      0      0      5.000   11.645  8.350
02/22/2090   9519      0      0   2855      0    785      0    776      0    772    235 0.42 0.32 0.69 3013.24 8.91 10.68 9529.00      0      0      0   0.00   0.00      0   0.00  766.5  0.000 12738.2  0.000      0      0      0      0      0      5.000    8.915  0.550
02/23/2090   9509      0      0   2852      0    942      0    880      0    808    298 0.50 0.34 0.69 3013.35 11.18 10.73 9519.00      0      0      0   0.00   0.00      0   0.00  728.4  0.000 12662.5  0.000      0      0      0      0      0      5.000   11.175  0.800
02/24/2090   9504      0      5   2851      0   1109      0    985      1    856    327 0.53 0.35 0.69 3013.46 11.83 10.78 9509.00      0      0      0   0.00   0.00      0   0.00  690.4  0.000 12586.8  0.000      0      0      0      0      0      5.000   11.830  2.900
02/25/2090   9510      0     21   2853      0   1256      0   1056      2    955    334 0.52 0.37 0.69 3013.56 11.51 10.84 9499.00      0      0      0   0.00   0.00      0   0.00  652.3  0.000 12511.1  0.000      0      0      0      0      0      5.000   11.505  0.875
02/26/2090   8287      0     46   2486      0   1331      0   1253      3   1008    351 0.52 0.39 0.69 3013.65 11.60 10.89 9489.00      0      0      0   0.00   0.00      0   0.00  812.2  0.000 12478.3  0.000      0      0      0      0      0      5.000   11.600  0.000
02/27/2090   7692      0     78   2307      0   1483      1   1394      3   1080    399 0.60 0.40 0.65 3013.74 13.84 10.94 8241.00      0      0      0   0.00   0.00      0   0.00  960.4  0.000 12446.8  0.000      0      0      0      0      0      5.000   13.835  0.000
02/28/2090   3284      0    125    985      0   1697      2   1466      3   1121    376 0.56 0.42 0.63 3013.83 12.72 11.00 7614.00      0      0      0   0.00   0.00      0   0.00 1023.5  0.000 12427.8  0.000      0      0      0      0      0      5.000   12.715  0.000
03/01/2090   2708      0    180    812      0   1919      3   1539      2   1027    256 0.56 0.43 0.42 3013.91 12.60 11.05 3159.00      0      0      0   0.00   0.00      0   0.00 1075.2  0.000 12411.0  0.000      0      0      0      0      0      5.000   12.595  0.000
03/02/2090   2150      0    251    645      0   2082      4   1702      1    902    272 0.64 0.45 0.37 3013.98 15.22 11.11 2528.00      0      0      0   0.00   0.00      0   0.00 1115.9  0.000 12396.4  0.000      0      0      0      0      0      5.000   15.215  0.000
03/03/2090    330      0    330      0      0   2300      5   1779      0    757    229 0.62 0.47 0.31 3014.05 14.45 11.16 1899.00      0      0      0   0.00   0.00      0   0.00 1113.7  0.000 12389.9  0.000      0      0      0      0      0      5.000   14.455  0.000
03/04/2090    428      0    428      0      0   2527      5   1710      0    501      0 0.00 0.00 0.00 0.00 0.00 0.00 00.00      0      0      0   0.00   0.00      0   0.00 1110.9  0.000 12382.0  0.000      0      0      0      0      0      5.000   15.225  0.000
03/05/2090    565      0    565      0      0   2723      5   1649      0    229      0 0.00 0.00 0.00 0.00 0.00 0.00 00.00      0      0      0   0.00   0.00      0   0.00 1107.1  0.000 12372.4  0.000      0      0      0      0      0      5.000   16.230  0.000
03/06/2090    695      0    695      0      1   2943      4   1528      0      0      0 0.00 0.00 0.00 0.00 0.00 0.00 00.00      0      0      0   0.00   0.00      0   0.00 1102.4  0.000 12361.2  0.000      0      0      0      0      0      5.000   15.890  0.000
03/07/2090    785      0    785      0      2   3250      3   1131      0      0      0 0.00 0.00 0.00 0.00 0.00 0.00 00.00      0      0      0   0.00   0.00      0   0.00 1099.6  0.000 12348.9  0.000      0      0      0      0      0      5.000   15.420  0.000
03/08/2090    942      0    942      0      3   3467      2    757      0      0      0 0.62 0.55 0.00 3014.31 14.56 11.43 00.00      0      0      0   0.00   0.00      0   0.00 1096.0  0.000 12334.9  0.000      0      0      0      0      0      5.000   14.565  2.325
03/09/2090   1114      0   1114      0      4   3551      1    501      0      0      0 0.52 0.56 0.00 3014.34 11.73 11.49 00.00      0      0      0   0.00   0.00      0   0.00 1094.2  0.000 12319.1  0.000      0      0      0      0      0      5.000   11.725  0.725
03/10/2090   1277      0   1277      0      5   3660      0    229      0      0      0 0.59 0.58 0.00 3014.38 13.54 11.54 00.00      0      0      0   0.00   0.00      0   0.00 1091.9  0.000 12301.6  0.000      0      0      0      0      0      5.000   13.540  0.000
03/11/2090   1377      0   1377      0      5   3789      0      0      0      0      0 0.65 0.60 0.00 3014.40 15.44 11.60 00.00      0      0      0   0.00   0.00      0   0.00 1089.2  0.000 12283.2  0.000      0      0      0      0      0      5.000   15.445  6.425
03/12/2090   1561      0   1561      0      5   3605      0      0      0      0      0 0.59 0.61 0.00 3014.42 13.68 11.65 00.00      0      0      0   0.00   0.00      0   0.00 1086.0  0.000 12262.9  0.000      0      0      0      0      0      5.000   13.685  0.425
03/13/2090   1822      0   1822      0      5   3344      0      0      0      0      0 0.58 0.63 0.00 3014.43 13.39 11.71 00.00      0      0      0   0.00   0.00      0   0.00 1082.4  0.000 12240.3  0.000      0      0      0      0      0      5.000   13.395  0.000
03/14/2090   2099      0   2099      0      5   3067      0      0      0      0      0 0.67 0.64 0.00 3014.44 16.08 11.76 00.00      0      0      0   0.00   0.00      0   0.00 1078.2  0.000 12215.2  0.000      0      0      0      0      0      5.000   16.085  1.400
03/15/2090   2333      0   2333      0      5   2833      0      0      0      0      0 0.66 0.66 0.00 3014.45 15.78 11.82 00.00      0      0      0   0.00   0.00      0   0.00 1073.5  0.000 12188.0  0.000      0      0      0      0      0      5.000   15.780  0.000
03/16/2090   2630      0   2630      0      5   2536      0      0      0      0      0 0.63 0.67 0.00 3014.44 14.71 11.87 00.00      0      0      0   0.00   0.00      0   0.00 1068.3  0.000 12158.4  0.000      0      0      0      0      0      5.000   14.710  2.150
03/17/2090   2954      0   2950      4      5   2211      0      0      0      0      0 0.64 0.69 0.00 3014.44 14.99 11.93 00.00      0      0      0   0.00   0.00      0   0.00 1062.4  0.000 12126.8  0.000      0      0      0      0      0      5.000   14.995  0.000
03/18/2090   3286      0   3267     19      5   1878      0      0      0      0      0 0.66 0.70 0.00 3014.42 15.83 11.98 04.00      0      0      0   0.00   0.00      0   0.00 1055.8  0.000 12092.0  0.000      0      0      0      0      0      5.000   15.830  0.250
03/19/2090   3634      0   3592     42      5   1528      0      0      0      5      5 0.66 0.72 0.01 3014.41 15.90 12.04 19.00      0      0      0   0.00   0.00      0   0.00 1048.5  0.000 12061.4  0.000      0      0      0      0      0      5.000   15.895  0.000
03/20/2090   4029      1   3957     71      4   1131      0      0      0     19     14 0.66 0.74 0.01 3014.38 15.77 12.09 42.00      0      0      0   0.00   0.00      0   0.00 1040.4  0.000 12032.7  0.000      0      0      0      0      0      5.000   15.765  0.000
03/21/2090   4400      2   4284    114      3    757      0      0      0     45     26 0.70 0.75 0.02 3014.35 17.23 12.15 71.00      0      0      0   0.00   0.00      0   0.00 1031.6  0.000 12008.5  0.000      0      0      0      0      0      5.000   17.225  0.000
03/22/2090   4652      3   4485    164      2    501      0      5      0     80     40 0.67 0.77 0.03 3014.32 16.11 12.20 114.00      0      0      0   0.00   0.00      0   0.00 1034.6  0.000 11966.0  0.000      0      0      0      0      0      5.000   16.110  0.000
03/23/2090   4919      4   4686    229      1    229      0     19      0    129     63 0.72 0.78 0.04 3014.28 17.92 12.26 164.00      0      0      0   0.00   0.00      0   0.00 1042.0  0.000 11922.7  0.000      0      0      0      0      0      5.000   17.925  0.000
03/24/2090   5143      5   4836    302      0      0      0     45      0    192     89 0.73 0.80 0.06 3014.24 18.08 12.31 229.00      0      0      0   0.00   0.00      0   0.00 1018.1  0.000 11434.3  0.000      0      0      0      0      0      5.000   18.075  0.475
03/25/2090   5136      5   4738    393      0      0      0     85      0    248     96 0.60 0.81 0.08 3014.18 14.00 12.37 302.00      0      0      0   0.00   0.00      0   0.00 1037.4  0.000 11391.9  0.000      0      0      0      0      0      5.000   13.995  0.000
03/26/2090   5128      5   4601    522      0      0      0    148      0    310    125 0.62 0.83 0.10 3014.13 14.38 12.42 393.00      0      0      0   0.00   0.00      0   0.00 1066.4  0.000 11351.5  0.000      0      0      0      0      0      5.000   14.380  0.000
03/27/2090   5119      5   4471    643      0      5      0    232      0    404    183 0.70 0.84 0.12 3014.07 17.05 12.48 522.00      0      0      0   0.00   0.00      0   0.00 1104.6  0.000 11313.0  0.000      0      0      0      0      0      5.000   17.045  0.000
03/28/2090   5109      5   4381    723      0     19      0    314      0    515    207 0.66 0.85 0.14 3014.00 15.63 12.53 643.00      0      0      0   0.00   0.00      0   0.00 1148.9  0.000 11275.8  0.000      0      0      0      0      0      5.000   15.630  0.000
03/29/2090   5090      5   4224    861      0     45      0    413      0    627    237 0.67 0.87 0.16 3013.93 16.15 12.59 723.00      0      0      0   0.00   0.00      0   0.00 1203.7  0.000 11240.8  0.000      0      0      0      0      0      5.000   16.145  0.000
03/30/2090   5066      5   4052   1009      0     85      0    556      0    723    279 0.68 0.88 0.18 3013.85 16.46 12.64 861.00      0      0      0   0.00   0.00      0   0.00 1269.8  0.000 11208.2  0.000      0      0      0      0      0      5.000   16.460  0.000
03/31/2090   5035      5   3889   1141      0    148      0    700      0    882    366 0.78 0.90 0.20 3013.77 20.08 12.70 1009.00      0      0      0   0.00   0.00      0   0.00 1344.7  0.000 10911.9  0.000      0      0      0      0      0      5.000   20.080  0.000
04/01/2090   4999      5   3789   1205      0    237      0    848      0   1056    411 0.79 0.91 0.22 3013.68 20.43 12.75 1141.00      0      0      0   0.00   0.00      0   0.00 1425.8  0.000 10645.0  0.000      0      0      0      0      0      5.000   20.430  0.175
04/02/2090   4954      5   3605   1344      0    333      0   1031      0   1176    399 0.73 0.93 0.23 3013.59 18.11 12.81 1205.00      0      0      0   0.00   0.00      0   0.00 1519.0  0.000 10409.7  0.000      0      0      0      0      0      5.000   18.115  0.000
04/03/2090   4954      5   3344   1486      0    458      0   1272      0   1247    437 0.73 0.94 0.25 3013.49 18.16 12.86 1344.00      0      0      0   0.00   0.00      0   0.00 1510.0  0.000 10093.8  0.000      0      0      0      0      0      5.000   18.155  1.400
04/04/2090   4813      5   3067   1443      0    641      0   1500      0   1310    474 0.69 0.96 0.28 3013.38 16.87 12.92 1605.00      0      0      0   0.00   0.00      0   0.00 1609.6  0.000 10069.9  0.000      0      0      0      0      0      5.000   16.870  0.000
04/05/2090   4722      5   2833   1416      0    848      0   1692      0   1386    475 0.65 0.97 0.29 3013.27 15.48 12.97 1741.00      0      0      0   0.00   0.00      0   0.00 1707.3  0.000 10046.2  0.000      0      0      0      0      0      5.000   15.475  0.000
04/06/2090   4591      5   2536   1377      0   1085      0   1892      0   1480    531 0.68 0.98 0.31 3013.16 16.51 13.03 1884.00      0      0      0   0.00   0.00      0   0.00 1802.1  0.000 10022.9  0.000      0      0      0      0      0      5.000   16.515  0.125
04/07/2090   4466      5   2211   1339      0   1364      0   2087      0   1626    621 0.75 1.00 0.33 3013.04 18.75 13.08 2050.00      0      0      0   0.00   0.00      0   0.00 1895.7  0.000 9796.6  0.000      0      0      0      0      0      5.000   18.745  0.000
04/08/2090   4466      5   1878   1339      0   1730      0   2196      1   1787    638 0.72 1.00 0.34 3012.91 17.94 13.13 2250.00      0      0      0   0.00   0.00      0   0.00 1883.8  0.000 9753.0  0.000      0      0      0      0      0      5.000   17.940  0.900
04/09/2090   4385      5   1533   1315      0   2136      0   2316      4   1950    697 0.73 1.00 0.37 3012.78 18.21 13.19 2583.00      0      0      0   0.00   0.00      0   0.00 1975.7  0.000 9528.2  0.000      0      0      0      0      0      5.000   18.210  0.000
04/10/2090   4244      4   1150   1273      0   2521      0   2537      8   2016    691 0.69 1.00 0.39 3012.64 16.64 13.24 2847.00      0      0      0   0.00   0.00      0   0.00 2059.7  0.000 9506.0  0.000      0      0      0      0      0      5.000   16.640  0.000
04/11/2090   4269      3    802   1280      0   2932      1   2736     11   2037    661 0.63 1.00 0.41 3012.50 14.78 13.29 3090.00      0      0      0   0.00   0.00      0   0.00 2044.2  0.000 9463.9  0.000      0      0      0      0      0      5.000   14.780  0.550
04/12/2090   4138      2    586   1241      0   3366      4   2956     14   2102    766 0.69 1.00 0.44 3012.35 16.61 13.35 3464.00      0      0      0   0.00   0.00      0   0.00 2124.7  0.000 9442.0  0.000      0      0      0      0      0      5.000   16.610  0.000
04/13/2090   4038      1    377   1211      0   3778      8   3167     18   2349    941 0.83 1.00 0.44 3012.20 22.06 13.40 3550.00      0      0      0   0.00   0.00      0   0.00 2207.3  0.000 9192.2  0.000      0      0      0      0      0      5.000   22.060  0.000
04/14/2090   4026      0    237   1207      0   4220     12   3293     23   2672    989 0.86 1.00 0.45 3012.04 23.33 13.45 3660.00      0      0      0   0.00   0.00      0   0.00 2288.5  0.000 8915.0  0.000      0      0      0      0      0      5.000   23.335  0.000
04/15/2090   4122      0    333   1236      0   4744     18   3432     25   2753    849 0.73 1.00 0.46 3011.88 17.99 13.51 3789.00      0      0      0   0.00   0.00      0   0.00 2271.1  0.000 8873.9  0.000      0      0      0      0      0      5.000   17.985  2.775
04/16/2090   4247      0    458   1274      0   5255     26   3729     24   2534    721 0.62 1.00 0.46 3011.71 14.41 13.56 3789.00      0      0      0   0.00   0.00      0   0.00 2252.9  0.000 8831.8  0.000      0      0      0      0      0      5.000   14.415  2.250
04/17/2090   4430      0    641   1329      0   5766     35   4015     23   2388    843 0.72 1.00 0.46 3011.53 17.79 13.61 3789.00      0      0      0   0.00   0.00      0   0.00 2233.4  0.000 8788.5  0.000      0      0      0      0      0      5.000   17.790  4.575
04/18/2090   4637      0    848   1391      1   6245     42   4169     24   2397    858 0.73 1.00 0.46 3011.35 18.27 13.66 3789.00      0      0      0   0.00   0.00      0   0.00 2217.4  0.000 8353.8  0.000      0      0      0      0      0      5.000   18.270  3.475
04/19/2090   4874      0   1085   1462      4   6665     46   4226     24   2420    745 0.64 1.00 0.46 3011.17 15.06 13.72 3789.00      0      0      0   0.00   0.00      0   0.00 2195.0  0.000 8307.3  0.000      0      0      0      0      0      5.000   15.055 11.350
04/20/2090   5153      0   1364   1545      8   7145     50   4301     23   2271    692 0.59 1.00 0.46 3010.98 13.68 13.77 3789.00      0      0      0   0.00   0.00      0   0.00 2170.8  0.000 8258.9  0.000      0      0      0      0      0      5.000   13.675  3.100
04/21/2090   5519      0   1730   1655     12   7712     55   4217     21   2107    692 0.59 1.00 0.46 3010.78 13.68 13.82 3789.00      0      0      0   0.00   0.00      0   0.00 2144.3  0.000 8208.1  0.000      0      0      0      0      0      5.000   13.680  1.425
